,Match name,Team name,Batsman name,Runs,Balls,4s,6s,Strike rate
1571,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Mayank Agarwal,5,6,1,0,83.33
1572,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Rahul Tripathi,10,6,0,1,166.66
1573,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Aiden Markram,8,13,0,0,61.53
1574,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Harry Brook,0,2,0,0,0.00
1575,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Heinrich Klaasen,53,27,2,4,196.29
1576,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Abdul Samad,28,21,1,2,133.33
1577,Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Akeal Hosein,16,10,1,1,160.00
1578,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,David Warner,0,2,0,0,0.00
1579,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Phil Salt,59,35,9,0,168.57
1580,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Mitchell Marsh,63,39,1,6,161.53
1581,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Manish Pandey,1,3,0,0,33.33
1582,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Priyam Garg,12,9,1,0,133.33
1583,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Sarfaraz Khan,9,10,1,0,90.00
1584,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Axar Patel,29,14,1,2,207.14
1585,Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Ripal Patel,11,8,1,0,137.50
1586,Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,Ruturaj Gaikwad,37,31,4,1,119.35
1587,Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,Devon Conway,92,52,16,1,176.92
1588,Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,Shivam Dube,28,17,1,2,164.70
1589,Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,Moeen Ali,10,6,2,0,166.66
1590,Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,Ravindra Jadeja,12,10,0,0,120.00
1591,Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,MS Dhoni,13,4,0,2,325.00
1592,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Prabhsimran Singh,42,24,4,2,175.00
1593,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Shikhar Dhawan,28,15,4,1,186.66
1594,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Atharva Taide,13,17,0,0,76.47
1595,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Liam Livingstone,40,24,1,4,166.66
1596,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Sam Curran,29,20,1,1,145.00
1597,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Jitesh Sharma,21,10,2,1,210.00
1598,Chennai Super Kings Vs Punjab Kings,Punjab Kings,M Shahrukh Khan,2,3,0,0,66.66
1599,Chennai Super Kings Vs Punjab Kings,Punjab Kings,Sikandar Raza,13,7,1,0,185.71
1600,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,124,62,16,8,200.00
1601,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Jos Buttler,18,19,2,1,94.73
1602,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Sanju Samson,14,10,1,1,140.00
1603,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Devdutt Padikkal,2,4,0,0,50.00
1604,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Jason Holder,11,9,0,1,122.22
1605,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Shimron Hetmyer,8,9,0,1,88.88
1606,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Dhruv Jurel,2,3,0,0,66.66
1607,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Ravichandran Ashwin,8,5,1,0,160.00
1608,Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Trent Boult,0,0,0,0,-
1609,Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Rohit Sharma,3,5,0,0,60.00
1610,Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Ishan Kishan,28,23,4,0,121.73
1611,Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Cameron Green,44,26,4,2,169.23
1612,Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Suryakumar Yadav,55,29,8,2,189.65
1613,Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Tilak Varma,29,21,3,1,138.09
1614,Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Tim David,45,14,2,5,321.42
1615,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Virat Kohli,31,30,3,0,103.33
1616,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Faf du Plessis,44,40,1,1,110.00
1617,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Anuj Rawat,9,11,0,0,81.81
1618,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Glenn Maxwell,4,5,0,0,80.00
1619,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Suyash Prabhudessai,6,7,0,0,85.71
1620,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Dinesh Karthik,16,11,1,1,145.45
1621,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Mahipal Lomror,3,4,0,0,75.00
1622,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Wanindu Hasaranga,8,7,1,0,114.28
1623,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Karn Sharma,2,2,0,0,100.00
1624,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Mohammed Siraj,0,1,0,0,0.00
1625,Royal Challengers Bangalore Vs Lucknow Super Giants,Royal Challengers Bangalore,Josh Hazlewood,1,2,0,0,50.00
1626,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Kyle Mayers,0,2,0,0,0.00
1627,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Ayush Badoni,4,11,0,0,36.36
1628,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Krunal Pandya,14,11,3,0,127.27
1629,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Deepak Hooda,1,2,0,0,50.00
1630,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Marcus Stoinis,13,19,0,1,68.42
1631,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Nicholas Pooran,9,7,0,1,128.57
1632,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Krishnappa Gowtham,23,13,1,2,176.92
1633,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Ravi Bishnoi,5,10,0,0,50.00
1634,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Amit Mishra,19,30,2,0,63.33
1635,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,Naveen-ul-Haq,13,13,2,0,100.00
1636,Royal Challengers Bangalore Vs Lucknow Super Giants,Lucknow Super Giants,KL Rahul,0,3,0,0,0.00
1637,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Phil Salt,0,1,0,0,0.00
1638,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,David Warner,2,2,0,0,100.00
1639,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Priyam Garg,10,14,0,0,71.42
1640,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Rilee Rossouw,8,6,2,0,133.33
1641,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Manish Pandey,1,4,0,0,25.00
1642,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Axar Patel,27,30,2,1,90.00
1643,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Aman Hakim Khan,51,44,3,3,115.90
1644,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Ripal Patel,23,13,2,1,176.92
1645,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Anrich Nortje,3,6,0,0,50.00
1646,Delhi Capitals Vs Gujarat Titans,Delhi Capitals,Kuldeep Yadav,0,1,0,0,0.00
1647,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Wriddhiman Saha,0,6,0,0,0.00
1648,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Shubman Gill,6,7,1,0,85.71
1649,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Hardik Pandya,59,53,7,0,111.32
1650,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Vijay Shankar,6,9,1,0,66.66
1651,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,David Miller,0,3,0,0,0.00
1652,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Abhinav Manohar,26,33,0,1,78.78
1653,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Rahul Tewatia,20,7,0,3,285.71
1654,Delhi Capitals Vs Gujarat Titans,Gujarat Titans,Rashid Khan,3,2,0,0,150.00
1655,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Manan Vohra,10,11,1,0,90.90
1656,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Kyle Mayers,14,17,2,0,82.35
1657,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Karan Sharma,9,16,0,0,56.25
1658,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Krunal Pandya,0,1,0,0,0.00
1659,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Marcus Stoinis,6,4,1,0,150.00
1660,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Nicholas Pooran,20,31,0,0,64.51
1661,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Ayush Badoni,59,33,2,4,178.78
1662,Lucknow Super Giants Vs Chennai Super Kings,Lucknow Super Giants,Krishnappa Gowtham,1,3,0,0,33.33
1663,Punjab Kings Vs Mumbai Indians,Punjab Kings,Prabhsimran Singh,9,7,1,0,128.57
1664,Punjab Kings Vs Mumbai Indians,Punjab Kings,Shikhar Dhawan,30,20,5,0,150.00
1665,Punjab Kings Vs Mumbai Indians,Punjab Kings,Matthew Short,27,26,2,1,103.84
1666,Punjab Kings Vs Mumbai Indians,Punjab Kings,Liam Livingstone,82,42,7,4,195.23
1667,Punjab Kings Vs Mumbai Indians,Punjab Kings,Jitesh Sharma,49,27,5,2,181.48
1668,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Rohit Sharma,0,3,0,0,0.00
1669,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Ishan Kishan,75,41,7,4,182.92
1670,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Cameron Green,23,18,4,0,127.77
1671,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Suryakumar Yadav,66,31,8,2,212.90
1672,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Tim David,19,10,3,0,190.00
1673,Punjab Kings Vs Mumbai Indians,Mumbai Indians,Tilak Varma,26,10,1,3,260.00
1674,Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Jason Roy,20,19,4,0,105.26
1675,Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Rahmanullah Gurbaz,0,1,0,0,0.00
1676,Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Venkatesh Iyer,7,4,1,0,175.00
1677,Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Nitish Rana,42,31,3,3,135.48
1678,Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Rinku Singh,46,35,4,1,131.42
1679,Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Andre Russell,24,15,1,2,160.00
1680,Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Sunil Narine,1,2,0,0,50.00
1681,Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Shardul Thakur,8,6,1,0,133.33
1682,Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Anukul Roy,13,7,2,0,185.71
1683,Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Harshit Rana,0,1,0,0,0.00
1684,Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,Vaibhav Arora,2,1,0,0,200.00
1685,Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Abhishek Sharma,9,10,1,0,90.00
1686,Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Mayank Agarwal,18,11,2,1,163.63
1687,Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Rahul Tripathi,20,9,3,1,222.22
1688,Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Aiden Markram,41,40,4,0,102.50
1689,Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Harry Brook,0,4,0,0,0.00
1690,Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Heinrich Klaasen,36,20,1,3,180.00
1691,Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Abdul Samad,21,18,3,0,116.66
1692,Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Marco Jansen,1,4,0,0,25.00
1693,Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Bhuvneshwar Kumar,5,5,1,0,100.00
1694,Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Mayank Markande,1,2,0,0,50.00
1695,Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,Yashasvi Jaiswal,14,11,1,1,127.27
1696,Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,Jos Buttler,8,6,2,0,133.33
1697,Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,Sanju Samson,30,20,3,1,150.00
1698,Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,Devdutt Padikkal,12,12,1,0,100.00
1699,Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,Ravichandran Ashwin,2,6,0,0,33.33
1700,Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,Riyan Parag,4,6,0,0,66.66
1701,Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,Shimron Hetmyer,7,13,0,0,53.84
1702,Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,Dhruv Jurel,9,8,1,0,112.50
1703,Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,Trent Boult,15,11,1,1,136.36
1704,Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,Adam Zampa,7,9,0,0,77.77
1705,Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,Sandeep Sharma,2,5,0,0,40.00
1706,Rajasthan Royals Vs Gujarat Titans,Gujarat Titans,Wriddhiman Saha,41,34,5,0,120.58
1707,Rajasthan Royals Vs Gujarat Titans,Gujarat Titans,Shubman Gill,36,35,6,0,102.85
1708,Rajasthan Royals Vs Gujarat Titans,Gujarat Titans,Hardik Pandya,39,15,3,3,260.00
1709,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Cameron Green,6,4,1,0,150.00
1710,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Ishan Kishan,7,9,1,0,77.77
1711,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Rohit Sharma,0,3,0,0,0.00
1712,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Nehal Wadhera,64,51,8,1,125.49
1713,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Suryakumar Yadav,26,22,3,0,118.18
1714,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Tristan Stubbs,20,21,2,0,95.23
1715,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Tim David,2,4,0,0,50.00
1716,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Arshad Khan,1,2,0,0,50.00
1717,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Jofra Archer,3,2,0,0,150.00
1718,Mumbai Indians Vs Chennai Super Kings,Mumbai Indians,Piyush Chawla,2,2,0,0,100.00
1719,Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,Ruturaj Gaikwad,30,16,4,2,187.50
1720,Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,Devon Conway,44,42,4,0,104.76
1721,Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,Ajinkya Rahane,21,17,1,1,123.52
1722,Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,Ambati Rayudu,12,11,0,1,109.09
1723,Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,Shivam Dube,26,18,0,3,144.44
1724,Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,MS Dhoni,2,3,0,0,66.66
1725,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Virat Kohli,55,46,5,0,119.56
1726,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Faf du Plessis,45,32,5,1,140.62
1727,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Glenn Maxwell,0,1,0,0,0.00
1728,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Mahipal Lomror,54,29,6,3,186.20
1729,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Dinesh Karthik,11,9,0,1,122.22
1730,Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Anuj Rawat,8,3,0,1,266.66
1731,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,David Warner,22,14,3,1,157.14
1732,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Phil Salt,87,45,8,6,193.33
1733,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Mitchell Marsh,26,17,3,1,152.94
1734,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Rilee Rossouw,35,22,1,3,159.09
1735,Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Axar Patel,8,3,0,1,266.66
1736,Gujarat Titans Vs Lucknow Super Giants,Gujarat Titans,Wriddhiman Saha,81,43,10,4,188.37
1737,Gujarat Titans Vs Lucknow Super Giants,Gujarat Titans,Shubman Gill,94,51,2,7,184.31
1738,Gujarat Titans Vs Lucknow Super Giants,Gujarat Titans,Hardik Pandya,25,15,1,2,166.66
1739,Gujarat Titans Vs Lucknow Super Giants,Gujarat Titans,David Miller,21,12,2,1,175.00
1740,Gujarat Titans Vs Lucknow Super Giants,Lucknow Super Giants,Kyle Mayers,48,32,7,2,150.00
1741,Gujarat Titans Vs Lucknow Super Giants,Lucknow Super Giants,Quinton de Kock,70,41,7,3,170.73
1742,Gujarat Titans Vs Lucknow Super Giants,Lucknow Super Giants,Deepak Hooda,11,11,0,0,100.00
1743,Gujarat Titans Vs Lucknow Super Giants,Lucknow Super Giants,Marcus Stoinis,4,9,0,0,44.44
1744,Gujarat Titans Vs Lucknow Super Giants,Lucknow Super Giants,Nicholas Pooran,3,6,0,0,50.00
1745,Gujarat Titans Vs Lucknow Super Giants,Lucknow Super Giants,Ayush Badoni,21,11,1,2,190.90
1746,Gujarat Titans Vs Lucknow Super Giants,Lucknow Super Giants,Swapnil Singh,2,4,0,0,50.00
1747,Gujarat Titans Vs Lucknow Super Giants,Lucknow Super Giants,Krunal Pandya,0,1,0,0,0.00
1748,Gujarat Titans Vs Lucknow Super Giants,Lucknow Super Giants,Ravi Bishnoi,4,5,1,0,80.00
1749,Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Yashasvi Jaiswal,35,18,5,2,194.44
1750,Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Jos Buttler,95,59,10,4,161.01
1751,Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Sanju Samson,66,38,4,5,173.68
1752,Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Shimron Hetmyer,7,5,0,0,140.00
1753,Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Anmolpreet Singh,33,25,4,1,132.00
1754,Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Abhishek Sharma,55,34,5,2,161.76
1755,Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Rahul Tripathi,47,29,2,3,162.06
1756,Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Heinrich Klaasen,26,12,2,2,216.66
1757,Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Aiden Markram,6,5,1,0,120.00
1758,Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Glenn Phillips,25,7,1,3,357.14
1759,Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Abdul Samad,17,7,0,2,242.85
1760,Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Marco Jansen,3,2,0,0,150.00
1761,Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Prabhsimran Singh,12,8,3,0,150.00
1762,Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Shikhar Dhawan,57,47,9,1,121.27
1763,Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Bhanuka Rajapaksa,0,3,0,0,0.00
1764,Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Liam Livingstone,15,9,3,0,166.66
1765,Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Jitesh Sharma,21,18,0,2,116.66
1766,Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Sam Curran,4,9,0,0,44.44
1767,Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Rishi Dhawan,19,11,1,1,172.72
1768,Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,M Shahrukh Khan,21,8,3,1,262.50
1769,Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Harpreet Brar,17,9,2,1,188.88
1770,Punjab Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Jason Roy,38,24,8,0,158.33
1771,Punjab Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Rahmanullah Gurbaz,15,12,1,1,125.00
1772,Punjab Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Nitish Rana,51,38,6,1,134.21
1773,Punjab Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Venkatesh Iyer,11,13,0,0,84.61
1774,Punjab Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Andre Russell,42,23,3,3,182.60
1775,Punjab Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Rinku Singh,21,10,2,1,210.00
1776,Punjab Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Shardul Thakur,0,0,0,0,-
1777,Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Virat Kohli,1,4,0,0,25.00
1778,Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Faf du Plessis,65,41,5,3,158.53
1779,Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Anuj Rawat,6,4,1,0,150.00
1780,Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Glenn Maxwell,68,33,8,4,206.06
1781,Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Mahipal Lomror,1,3,0,0,33.33
1782,Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Dinesh Karthik,30,18,4,1,166.66
1783,Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Kedar Jadhav,12,10,1,0,120.00
1784,Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Wanindu Hasaranga,12,8,2,0,150.00
1785,Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Ishan Kishan,42,21,4,4,200.00
1786,Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Rohit Sharma,7,8,1,0,87.50
1787,Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Suryakumar Yadav,83,35,7,6,237.14
1788,Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Nehal Wadhera,52,34,4,3,152.94
1789,Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Tim David,0,1,0,0,0.00
1790,Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Cameron Green,2,2,0,0,100.00
1791,Chennai Super Kings Vs Delhi Capitals,Chennai Super Kings,Ruturaj Gaikwad,24,18,4,0,133.33
1792,Chennai Super Kings Vs Delhi Capitals,Chennai Super Kings,Devon Conway,10,13,1,0,76.92
1793,Chennai Super Kings Vs Delhi Capitals,Chennai Super Kings,Ajinkya Rahane,21,20,2,0,105.00
1794,Chennai Super Kings Vs Delhi Capitals,Chennai Super Kings,Moeen Ali,7,12,0,0,58.33
1795,Chennai Super Kings Vs Delhi Capitals,Chennai Super Kings,Shivam Dube,25,12,0,3,208.33
1796,Chennai Super Kings Vs Delhi Capitals,Chennai Super Kings,Ambati Rayudu,23,17,1,1,135.29
1797,Chennai Super Kings Vs Delhi Capitals,Chennai Super Kings,Ravindra Jadeja,21,16,1,1,131.25
1798,Chennai Super Kings Vs Delhi Capitals,Chennai Super Kings,MS Dhoni,20,9,1,2,222.22
1799,Chennai Super Kings Vs Delhi Capitals,Chennai Super Kings,Deepak Chahar,1,2,0,0,50.00
1800,Chennai Super Kings Vs Delhi Capitals,Chennai Super Kings,Tushar Deshpande,0,1,0,0,0.00
1801,Chennai Super Kings Vs Delhi Capitals,Delhi Capitals,David Warner,0,2,0,0,0.00
1802,Chennai Super Kings Vs Delhi Capitals,Delhi Capitals,Phil Salt,17,11,1,2,154.54
1803,Chennai Super Kings Vs Delhi Capitals,Delhi Capitals,Mitchell Marsh,5,4,1,0,125.00
1804,Chennai Super Kings Vs Delhi Capitals,Delhi Capitals,Manish Pandey,27,29,1,2,93.10
1805,Chennai Super Kings Vs Delhi Capitals,Delhi Capitals,Rilee Rossouw,35,37,2,1,94.59
1806,Chennai Super Kings Vs Delhi Capitals,Delhi Capitals,Ripal Patel,10,16,0,0,62.50
1807,Chennai Super Kings Vs Delhi Capitals,Delhi Capitals,Axar Patel,21,12,2,1,175.00
1808,Chennai Super Kings Vs Delhi Capitals,Delhi Capitals,Aman Hakim Khan,2,3,0,0,66.66
1809,Chennai Super Kings Vs Delhi Capitals,Delhi Capitals,Lalit Yadav,12,5,3,0,240.00
1810,Chennai Super Kings Vs Delhi Capitals,Delhi Capitals,Kuldeep Yadav,0,1,0,0,0.00
1811,Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,Jason Roy,10,8,2,0,125.00
1812,Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,Rahmanullah Gurbaz,18,12,1,2,150.00
1813,Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,Venkatesh Iyer,57,42,2,4,135.71
